图鉴编号	PokeAPI编号	日文名	中文名	英文名	是否默认形态	第一属性	第二属性	第一特性	第二特性	隐藏特性	体重(kg)	HP	攻击	防御	特攻	特防	速度	种族值总和	日文图鉴说明	英文图鉴说明	中文图鉴说明
36	10278	ピクシー（メガシンカ）	皮可西（超级进化）	clefable-mega	FALSE	fairy	flying	magic-bounce			42.3	95	80	93	135	110	70	583	１キロ先に　落ちた　針の　音も 聞こえるほど　耳が　いいので ふだんは　静かな　ところに　いる。	"Legend says that on clear, quiet nights, it listens for the voices of its kin living on the moon. I, too, often think of my homeland, so far away."	听觉灵敏，连１公里以外 针落地的声音都听得见， 因此平时会待在安静的地方。
37	37	ロコン	六尾	vulpix	TRUE	fire		flash-fire		drought	9.9	38	41	40	50	65	65	299	６本の　しっぽは　育つごとに 毛並みが　良くなり　美しくなる。 抱きしめると　ほんのり　温かい。	"In its belly burns a fire, which Vulpix spits out in the form of fireballs. When young, this Pokémon has but one white tail. As the Pokémon matures, this single tail splits into six."	随着身体的成长， ６根尾巴的毛发也会变得更漂亮。 紧紧抱着它时能感到微微的温暖。
37	10103	ロコン（アローラのすがた）	六尾（阿罗拉的样子）	vulpix-alola	FALSE	ice		snow-cloak		snow-warning	9.9	38	41	40	50	65	65	299	毛並みや　シッポが　美しいので 大人気。　成長に　連れ シッポは　わかれて　増えていく。	"Its beautiful fur and tails have made it very popular. As it grows, its tails split to form more tails."	会操纵火球捕捉猎物。 如果从小就开始培育的话， 它就会像小狗宝可梦那样亲近人哦。
38	38	キュウコン	九尾	ninetales	TRUE	fire		flash-fire		drought	19.9	73	76	75	81	100	100	505	頭が良くて　執念深い。 ふざけて　しっぽを　つかむと １０００年　たたられるという。	The coat of gleaming golden fur is quite magnificent. This species is said to store sacred power in its nine long tails and to live for a millennium.	聪明伶俐，但爱记仇。 据说如果敢乱抓它的尾巴， 它就会缠着你作祟１０００年。
38	10104	キュウコン（アローラのすがた）	九尾（阿罗拉的样子）	ninetales-alola	FALSE	ice	fairy	snow-cloak		snow-warning	19.9	73	67	75	81	100	109	505	９人の　聖者が　合体し キュウコンに　なったという　伝説も 残るほど　神秘に満ちた　ポケモン。	Legend has it that this mystical Pokémon was formed when nine saints coalesced into one.	至今还流传着９位圣者 合体变成九尾的传说， 是充满神秘色彩的宝可梦。
39	39	プリン	胖丁	jigglypuff	TRUE	normal	fairy	cute-charm	competitive	friend-guard	5.5	115	45	20	45	25	20	270	声の　波長を　自在に　変えて 聞くと　絶対に　眠くなる 不思議な　メロディーを　歌う。	"By freely changing the wavelength of its voice, Jigglypuff sings a mysterious melody sure to make any listener sleepy."	能够随意改变声音的波长， 唱出听了绝对会 犯困的神奇旋律。
40	40	プクリン	胖可丁	wigglytuff	TRUE	normal	fairy	cute-charm	competitive	frisk	12	140	70	45	85	50	45	435	きめ細やかな　体毛が　自慢。 とくに　額の　巻き毛は 天にも　昇る　極上の　手触り。	"It’s proud of its fur, which is fine and delicate. In particular, the curl on its forehead has a texture that’s perfectly heavenly."	以自己细腻的体毛为傲。 尤其是额头上的卷毛， 更是有着天堂般的极致触感。
41	41	ズバット	超音蝠	zubat	TRUE	poison	flying	inner-focus		infiltrator	7.5	40	45	35	30	40	55	245	陽の　当たらない　洞窟に　棲む。 朝になると　仲間で　集まり 体を　温めあいながら　寝る。	"Makes its home in gloomy caves. Atrophied eyes have left this Pokémon blind, so it scans its surroundings via sound waves that it emits from its mouth as it flies."	栖息在晒不到阳光的洞窟里。 到了早晨便会和同伴聚集起来， 一边互相取暖一边睡觉。
42	42	ゴルバット	大嘴蝠	golbat	TRUE	poison	flying	inner-focus		infiltrator	55	75	80	70	65	75	90	455	小さな　脚で　器用に　歩く。 寝ている　獲物に　忍びより キバを　突きたて　血を　すするのだ。	It sinks its sharp fangs into other creatures and slurps up their blood. A closer look at the fangs reveals that they are hollow and akin to straws.	用小而灵活的脚走路。 会悄悄接近正在睡觉的猎物， 用尖牙咬住对方吸取血液。
43	43	ナゾノクサ	走路草	oddish	TRUE	grass	poison	chlorophyll		run-away	5.4	45	50	55	75	65	30	320	昼間は　太陽を　避けるため 冷たい　地面に　もぐっている。 月の光を　浴びて　育つ。	"During the day, it stays in the cold underground to avoid the sun. It grows by bathing in moonlight."	白天会为躲避太阳 而钻入凉爽的地下。 会通过沐浴月光成长。
44	44	クサイハナ	臭臭花	gloom	TRUE	grass	poison	chlorophyll		stench	8.6	60	65	70	85	75	40	395	よだれのように　見える　甘い蜜。 とても　ねばねば　しており　触れると いつまでも　まとわりつく。	What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.	看似口水的东西其实是 甜甜的蜜。非常黏稠， 只要碰到就会一直黏住。
45	45	ラフレシア	霸王花	vileplume	TRUE	grass	poison	chlorophyll		effect-spore	18.6	75	80	85	110	90	50	490	花びらが　大きいほど たくさん　花粉を　出すが 頭が　重たくて　疲れてしまうという。	"The larger its petals, the more toxic pollen it contains. Its big head is heavy and hard to hold up."	虽然花瓣越大， 就能放出越多的花粉， 但这样脑袋会变沉，容易疲倦。
46	46	パラス	派拉斯	paras	TRUE	bug	grass	effect-spore	dry-skin	damp	5.4	35	70	55	45	55	25	285	穴を掘り　木の根っこ　から 栄養を　摂るが　ほとんどは 背中の　キノコに　奪われる。	Sometimes seen at the foot of trees in humid forests. The mushrooms on its back—called tochukaso—are not present on infant specimens and instead emerge as Paras matures.	它会通过挖洞来从树根里 吸取营养，但大部分营养 都会被背上的蘑菇抢走。
47	47	パラセクト	派拉斯特	parasect	TRUE	bug	grass	effect-spore	dry-skin	damp	29.5	60	95	80	60	80	30	405	ずっと　エキスを　吸い続けられ もはや　ムシではなく　背中の キノコが　考えているようだ。	"Mushroom-lacking specimens of this Pokémon lie unmoving in the forest, lending credence to the hypothesis that the large mushroom is in control of Parasect's actions."	由于虫子的精华不断被吸走， 在思考的似乎已经不是虫子， 而是背上的蘑菇了。
48	48	コンパン	毛球	venonat	TRUE	bug	poison	compound-eyes	tinted-lens	run-away	30	60	55	50	40	55	45	305	レーダーになる　大きな　目は 明るいところでは　小さな　目が 集まって　できているのが　わかる。	"Its large eyes act as radar. In a bright place, you can see that they are clusters of many tiny eyes."	在明亮的地方你便能发现它 具有雷达功能的大眼其实是 由许多个小眼睛聚集而成的。
49	49	モルフォン	摩鲁蛾	venomoth	TRUE	bug	poison	shield-dust	tinted-lens	wonder-skin	12.5	70	65	60	90	75	90	450	ハネの　りん粉は　体につくと なかなか　取れない。しかも　そこから 毒の　成分が　染み込んでくる。	The powdery scales on its wings are hard to remove from skin. They also contain poison that leaks out on contact.	如果不小心把它翅膀上的鳞粉 沾到了身上，那不但会很难去除， 更糟的是毒素也会从那里渗入。
50	50	ディグダ	地鼠	diglett	TRUE	ground		sand-veil	arena-trap	sand-force	0.8	10	55	25	35	45	95	265	地中の　浅いところを　移動。 掘り進んだあとは　地面が 盛り上がっているので　すぐわかる。	"It burrows through the ground at a shallow depth. It leaves raised earth in its wake, making it easy to spot."	在地下较浅的地方移动。 被它挖掘过的地面会鼓起来， 所以非常容易发现。
50	10105	ディグダ（アローラのすがた）	地鼠（阿罗拉的样子）	diglett-alola	FALSE	ground	steel	sand-veil	tangling-hair	sand-force	1	10	55	30	35	45	90	265	地下で　木の根を　かじる。　育てる 野菜の　品種に　よっては 農家に　害を　なす　ポケモン。	It chews on plant roots underground. Farmers whose vegetables are vulnerable find it can be quite a pest.	在地下啃食树根。 因有些品种的蔬菜会遭其啃食， 是可能对农户造成灾害的宝可梦。
51	51	ダグトリオ	三地鼠	dugtrio	TRUE	ground		sand-veil	arena-trap	sand-force	33.3	35	100	50	50	70	120	425	地下１００キロまで　掘り進む。 パワーを秘めた　三つ子の　ディグダ。 地面の下は　だれも　知らない。	These Diglett triplets dig over 60 miles below sea level. No one knows what it’s like underground.	三胞胎的地鼠，拥有能够挖掘到 地下１００公里深的潜力。没人知道 它在地下的部分究竟长成什么样子。
51	10106	ダグトリオ（アローラのすがた）	三地鼠（阿罗拉的样子）	dugtrio-alola	FALSE	ground	steel	sand-veil	tangling-hair	sand-force	66.6	35	100	60	50	70	110	425	三つ子が　協力し　行動。 地下１００キロを　掘り進むほどの パワーは　チームワークの　賜物。	This set of triplets moves cooperatively. It’s the power of teamwork that enables this Pokémon to dig to a depth of 60 miles.	三胞胎合作行动。 甚至连地下１００公里都能挖到， 这种力量是团队合作的成果。
52	52	ニャース	喵喵	meowth	TRUE	normal		pickup	technician	unnerve	4.2	40	45	35	40	40	90	290	額の　小判が　汚れないよう まめに　顔を　洗う。　ガラルの ニャースとは　仲が　悪い。	"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."	为了不弄脏额头上的 金币，会常常洗脸。 和伽勒尔的喵喵关系不好。
52	10107	ニャース（アローラのすがた）	喵喵（阿罗拉的样子）	meowth-alola	FALSE	dark		pickup	technician	rattled	4.2	40	35	35	50	40	90	290	昼間は　だらだら　寝て過ごし 日が　暮れるころに　活動開始。 夜の街で　コインを　探す。	"It lies around all day, becoming active near dusk. At night, it wanders the city in search of loose change."	白天就一直睡啊睡地度过， 太阳落山时才开始活动。 在夜晚的街道上搜寻硬币。
52	10161	ニャース（ガラルのすがた）	喵喵（伽勒尔的样子）	meowth-galar	FALSE	steel		pickup	tough-claws	unnerve	7.5	50	65	55	40	40	40	290	光り物を　集めるのが　好き。 機嫌が　いいときは　トレーナーにも コレクションを　見せてくれるぞ。	It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.	喜欢收集亮晶晶的东西。 当它心情好的时候，会让 训练家一起欣赏自己的收藏。
52	10200	ニャース（キョダイマックス）	喵喵（超极巨化）	meowth-gmax	FALSE	normal		pickup	technician	unnerve	1000	40	45	35	40	40	90	290	額の　小判が　汚れないよう まめに　顔を　洗う。　ガラルの ニャースとは　仲が　悪い。	"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures."	为了不弄脏额头上的 金币，会常常洗脸。 和伽勒尔的喵喵关系不好。
53	53	ペルシアン	猫老大	persian	TRUE	normal		limber	technician	unnerve	32	65	70	60	65	65	115	440	優雅で　上品な　身のこなし。 野蛮な　ニャイキングとは　そりが あわず　お互いを　見下している。	Its elegant and refined behavior clashes with that of the barbaric Perrserker. The relationship between the two is one of mutual disdain.	拥有优雅高贵的身姿。 与野蛮的喵头目性格不合， 互相看不起对方。
